id_cohorte;effectif;inscriptions;réussites
19162;1;-8<--, S1MP, S2MP, G3SE, G4SE, G5SE, G5SE, G5SE;S1MP, S2MP, G5SE
19163;1;L3HGE, L3HGE, L3HGE;
19164;1;-8<--, B4QS3, B5QS3, B5QSS3;B4QS3
19165;1;-8<--, L2ANG, L3ANG, L4MFAN, L4MFAN, L4LCA;L2ANG, L3ANG
19166;1;G2PC9, [trou], [trou], [trou], [trou], G3ELD3;
19167;1;-8<--, L4URB, L5URB;L4URB, L5URB
19168;1;B1SSO, B2SSO, B3SSO, B4SPT, B5SPT;B1SSO, B2SSO, B3SSO, B4SPT
19169;1;E2EGE, E3ECO;E1CII, E2EGE, E3ECO
19170;1;D2DRO, D2DRO, D3DRO;D2DRO, D3DRO
19171;1;B1PAES, B1PAES, B3SM, B3SM, B3DFAS, B4DFAS, B5DFAS;B1PAES, B3SM, B3DFAS, B4DFAS
19172;1;G1PC, A1GBA, A2GBA, A2GBB, B3SVI;G1PC, A1GBA, A1GBB, A2GBA, A2GBB, B3SVI
19173;1;D1DRO, D1DRO, D2DRO, D2DRO, D2DRO, D3DRO, D3DRO;D1DRO, D2DRO, D1CII, D3DRO
19174;1;B91SMG, B92SMG, B93SMG, B93SMG, B5MLS;B91SMG, B92SMG, B93SMG, B9CAD, B9DM, B9DM, B5MLS
19175;1;L1PSY, L2PSY, L3PSY, L4PSY, L4PSY, L4CIT;L1PSY, L2PSY, L3PSY, L4CIT
19176;1;-8<--, B1STA, B2STA, B2STA, B3STE, B3STE;B1STA, B1STA, B2STA, B2STA
19177;1;B2IFDE;B2IFDE
19178;1;B1PAES, B1PAES, B4DFAS, B5DFAS, B91SBM;B1PAES, B4DFAS, B5DFAS
19179;1;G5PLS;G5PLS
19180;1;S3HR2, S3HR2, S3HR2;
19181;1;L4MFPR;
19182;1;L1PSY, L2PSY, L3PSY, L4CIT, L5CIT;L1PSY, L2PSY, L3PSY, L4CIT, L5CIT
19183;1;S1GE, S2GR, V3MEC;S1GE, S2GR
19184;1;-8<--, L3IIS4, L3IIS4, L4SED4, L4SED4;L3IIS4
19185;1;LXAB3, LXAB1, L0PSY, L2PSY;LXAB1, L0PSY, L2PSY
19186;1;S1TC, S2TC, [trou], E3EFE;S1TC, S2TC
19187;1;P1SG, P1SGM;
19188;1;-8<--, D2DRO, D2DRO, D2DRO, D2DRO, D2DRO, D3DRO, D4DDA, D4DDA, DXEN, DXEN;D1DRO, D2DRO, D3DRO, D4DDA
19189;1;G1INF, G1INF, G1INF, G2INF, G3INF, G3INF;G1INF, G2INF
19190;1;C1COM, [trou], C3COM, [trou], C4DIMI, C5DIMI;C1COM, C2COM, C3COM, C4DIMI, C5DIMI
19191;1;-8<--, L3PSY, L2PSY, L2PSY, L2PSY, L2PSY, L2PSY, [trou], [trou], [trou], L2PSY;
19192;1;L1HHI9;
19193;1;D1PMS4, [trou], B2SSS4, B3SSS4;D1PMS4, B2SSS4, B3SSS4, B3SSS4
19194;1;B1PCP;B1PCP
19195;1;-8<--, S2GP, E2EGE, E3EBF, E4MBF, E5BRA;S2GP, E2EGE, E3EBF, E4MBF
19196;1;S1HS, S2HS, S2HS;S2HS
19197;1;L3GEA9;L3GEA9
19198;1;B1SSS, B2SSO, B3SSO, B3SSO;B1SSS, B2SSO, B1CII, B3SSO
19199;1;C1COM, C2COM, C3COM, [trou], C4IND;C1COM, C2COM, C3COM, C4IND
19200;1;B1SSSI, B1SSO, B2SSO;B1SSO
19201;1;V1RT, V2RT, [trou], V3SSR;V1RT, V2RT
19202;1;S1GE, S2GP, D3AEE;S1GE, S2GP, D3AEE
19203;1;D1AES, D2AES, D2AES, D3AEI, D4REI, D5ACO;D1AES, D2AES, D1CII, D3AEI, D4REI, D5ACO
19204;1;S2GRH3, S3MDE;S2GRH3
19205;1;D1DRO, [trou], [trou], V3CB;V3CB
19206;1;B1SVIR, [trou], B3MKEF;B1SVI
19207;1;V1GE, V2GP, [trou], D2AES;V1GE, V2GP
19208;1;B1STA, B1STA, B1STA, B2STA, B2STA, B3STE, B4MFST, B5MFST;B1STA, B2STA, B3STE, B4MFST
19209;1;G4MENV;
19210;1;-8<--, E1EGE, E2EGE, E3EBF, E4MBF, E5BRA;E1EGE, E2EGE, E3EBF, E4MBF, E5BRA
19211;1;V1EI, V2EI, V3RT2;V1EI, V2EI, V3RT2
19212;1;G1INF, G1INF, G2INF, G3INF, G4INFO;G1INF, G2INF, G3INF, G4INFO
19213;1;E1EGE, L1LAE, L2LAE, L3LAE, L4LEAM, L5LEAM;L1LAE, L2LAE, L3LAE, L4LEAM, L5LEAM
19214;1;B4ETS3, B5ETS3, B5ETS3, B5ETS3;B4ETS3, B5ETS3
19215;1;-8<--, D4RSE, D5ACO, DXEN, DXEN, [trou], DXEN;D4RSE, D5ACO
19216;1;E4GFE, E4CC;E4GFE
19217;1;B5MES2;B5MES2
19218;1;-8<--, G5MPI, G8MA, G8MA, G8MA, G8MA;
19219;1;B1SVI, B1SSO;B1SSO
19220;1;G2SPI, S3ESF2;S3ESF2
19221;1;B1PAES, B1PAES, B2SVP, B2SVP;
19222;1;-8<--, D2DRO6, D3DRO6, D4DDA6, D5DDA6;D2DRO6, D3DRO6, D4DDA6, D5DDA6
19223;1;-8<--, G3SC, G4SC, G5SC, G5SC;G3MAT, G3SC, GCLS1A, G5SC
19224;1;G1PI, G2PI, G3SE, G4SE, G5SE2;G1PI, G2INF9, G2PI, G3SE, G4SE
19225;1;S1MP, S2MP, G3SE2, G4SE2, G5SE2;S1MP, S2MP, G3SE2, G4SE2
19226;1;B1SVES, B1STA, B2STA, B3SEP;B1STA, B2STA, B3SEP
19227;1;B1SSS, B1SSO, B2SSO, B3SSO, B4NSP, B5NSP;B1SSO, B2SSO, B1CII, B3SSO, B4NSP, B5NSP
19228;1;E4CEE, E5CEE, E5CEE;E4CEE, E4CEE, E5CEE
19229;1;-8<--, A2SR, G3SI, G4SI, G5SI, G5SI, G5SI;A2SR, G3SI
19230;1;V1CJ2, V2CJE;V1CJ2, V2CJE
19231;1;G1PC, G1PC, G2PC, G3PC, G4GP, G4GP, G5PRQE;G1PC, G2PC, G3PC, G4GP, G5PRQE
19232;1;;B1IFLC, B2IFLC, B3IFLC, B5MES8
19233;1;S1PR2, S2PR2, S2PR;S1PR2
19234;1;L1ESP, L1LAE, L2LAE, L2LAE;L1LAE, L2LAE
19235;1;-8<--, L2LAE, L3LAE, L4LEAM, L5LEA1;L2LAE, L3LAE, L4LEAM, L5LEA1
19236;1;A3TC2;
19237;1;-8<--, D3DRO, D4DDA, DXEN;D3DRO, D4DDA
19238;1;-8<--, B8SB, B8SB, B8SB, B8SB;
19239;1;-8<--, V2EI, [trou], G3SPI, G43IR, G4ST, G5ST;V2EI, G3SPI, G43IR, G4ST, G5ST
19240;1;-8<--, B9SMG1, B92SMG, B93SMG, B93SMG;B9SMG1, B92SMG, B93SMG, B9DM, B93SMG, B9DM
19241;1;V1CJ, D1DRO, D2DRO, D2DRO;D1DRO
19242;1;A1CG, A2CG, [trou], [trou], [trou], B4SPT;A1CG, A2CG
19243;1;G1MAT, G1INF;G1CII
19244;1;B1PAES, [trou], G1PCS, G1PC;
19245;1;D1DRO, D2DRO, D2DRO, D3DRO, D4DPG, [trou], D5DLF;D1DRO, D2DRO, D3DRO, D4DPG
19246;1;-8<--, V2CJ, D3DRO;V2CJ, D3DRO
19247;1;G1MIE, G1INF, G2INF, G3INF, G3INF, G4INFO, G5PRLS;G1INF, G2INF, G3INF, G4INFO, G5PRLS
19248;1;-8<--, V2FC2, A3AI2, E4CC2, E5CC2;V2FC2, A3AI2, E4CC2, E5CC2
19249;1;-8<--, B3SSS, B4SST, [trou], B5SST;B1CII, B3SSS, B4SST
19250;1;-8<--, L2PSY, L3PSY, [trou], L3PSY, L4PSY, L4PSY;L2PSY, L3PSY
19251;1;L3SED7;L3SED7
19252;1;G2INF, G3INF, G4INFO, G5PRLS;G2INF, G3INF, G4INFO
19253;1;-8<--, L8SL, L8SL, L8SL, L8SL, L8SL, L8SL, L8SL;
19254;1;-8<--, L8SL, L8SL, L8SL, L8SL, L8SL, L8SL;
19255;1;L1HGA, L2HHI;
19256;1;A1CS, A2CS, A3ISA, A3ISA;A1CS, A2CS, A3ISA
19257;1;-8<--, E1EGE, E2EGE, E3ENT, E4GFE, E4GFE;E1EGE, E2EGE, E3ENT, E4GFE
19258;1;G1INF, G2INF, G3SI, G4SI, G5SI, G5SI;G1INF, G2INF, G3SI, G4SI, G5SI
19259;1;B1SVES, B1PAES, B1PAES, B2SM, B2SM;B1SVES
19260;1;V1CJ, V2CJE, V3MDN2;V1CJ, V2CJE, V3MDN2
19261;1;-8<--, V1IN, V2IN, V3SI5;V1IN, V2IN
19262;1;E2EGEG;L2GEAE
19263;1;L1PSY, L2PSY, L3PSY, L4PSY, L4PSY, L4CIT;L1PSY, L2PSY, L3PSY
19264;1;L1LAA, L2LAA, L3LAA, L4LEA1, L5LEA1;L1LAA, L2LAA, L3LAA, L4LEA1, L5LEA1
19265;1;B1STA, B1STA, B2STA, B2STA, B2STA, B3STE, B3STE;B1STA, B2STA
19266;1;V1EI, V1EI, S1IM;
19267;1;V1IDA, V1IDB, V2IN, G3SI, G4SI, G5SI;V1IDA, V1IDB, V2IN, G3SI, G4SI, G5SI
19268;1;S1GE, S1GE, S2GP;S1GE
19269;1;-8<--, B1PAES, B2SM, B3SM, B3DFAS, B3DFAS, B4DFAS, B5DFAS;B1PAES, B2SM, B4BTX, B3SM, B3DFAS, B4DFAS, B5DFAS
19270;1;A1SR, A1MM;
19271;1;-8<--, E2EGE, E3EGE, E4EIR, E5DRA, E5DRA;E1CII, E2EGE, E3EGE, E4EIR
19272;1;-8<--, D4CON, [trou], E5IMPI;D4CON, E5IMPI
19273;1;B1PAES, B1STA, B1STA;
19274;1;-8<--, D5ACO, D8DU, D8DU, D8DU, D8DU;D5ACO
19275;1;B1SVI, B1SVI, [trou], L1ANG, L2ANG, L3ANG;L1ANG, L2ANG, L3ANG
19276;1;B1IFLC, B2IFLC, B3IFLC, B3IFLC;B1IFLC, B2IFLC, B3IFLC
19277;1;-8<--, L3SED, L4EFI;L3SED, L4EFI
19278;1;L1LAE, [trou], [trou], [trou], [trou], [trou], [trou], B5MES2;
19279;1;-8<--, L1ANG, L2ANG, L3ANG, L4SDL, L4SDL;L1ANG, L2ANG, L3ANG, L4SDL
19280;1;B1PAES, B1PAES, B1SVI, B1PAES, G2PA, G3SE, G4SE, G5SE;B1SVI, G2PA, G3SE, G4SE, G5SE
19281;1;D5DLF, DXEN, DXEN;D5DLF
19282;1;G1INF, G1INF, L1PSY, L2PSY;G1CII, L1PSY
19283;1;-8<--, D1DRO6, D2DRO6, D2DRO6, D3DRO6, D3DRO6, D3DRO6, D3DRO6;D1DRO6, D2DRO6, D3DRO6
19284;1;G1CP, G2CP, G3SE, G4SE, G5SE;G1CP, G2CP, G4SE, G5SE
19285;1;L4SED, L4CICT, L4CICT;
19286;1;-8<--, B3SSS, B4MOS;B3SSS, B4MOS
19287;1;B1STA, S1MPH;
19288;1;-8<--, B2SM, B3SM, B3DFAS, B4DFAS, B5DFAS, B6EMA;B2SM, B3SM, B3DFAS, B4DFAS, B5DFAS
19289;1;-8<--, S3MM, B4MQS, B5MQS;S3MM, B4MQS, B5MQS
19290;1;D1DRO, D2DRO, D3DRO, D4DDA, D5DAN;D1DRO, D2DRO, D3DRO, D4DDA, DCLS2A
19291;1;L1GEA, L2GEA, L2GEA, L3GEA;L1GEA, L2GEA
19292;1;D3DRO, D3DRO, D4DPI, D4DPI;D3DRO, D4DPI
19293;1;-8<--, G2MAT, G2MAT;
19294;1;G1PC, [trou], L1HHI;
19295;1;-8<--, D2DRO, D2DRO, D3DRO, D4RSE, DXEN;D2DRO, D1CII, D3DRO, D4RSE
19296;1;-8<--, G4PHA, G5PNA;G4PHA, G5PNA
19297;1;E5BRA, E5BRA;E5BRA
19298;1;B1IFRB, L1PSY;B1IFRB
19299;1;-8<--, D2AES, D3AEE, D4DDA, D5DPI, D5ETS, [trou], [trou], DXEN;D2AES, D3AEE, D4DDA, D5DPI
19300;1;B1SSO, B2SSO, B2SSO, B3SSO, B4MES;B1SSO, B2SSO, B3SSO
19301;1;L1HHI, L1HHI, L2HHI, L3HHI;L1HHI, L2HHI, L3HHI
19302;1;-8<--, B5MOS, B5MOS, B5MES;
19303;1;E5MFP, E8SE, E8SE, E8SE, E8SE, E8SE, E8SE;E5MFP
19304;1;S1GE, [trou], [trou], S3MDE2;S3MDE2
19305;1;-8<--, L3PSY, L4PSY, L4PSY, L4PSY, L5CICT, L5CICT;L3PSY, L4PSY, L5CICT
19306;1;L4SLA;
19307;1;A3AI2;
19308;1;V1CJ, V2CJ, D3DRO, D4DEI, D5DCO;V1CJ, V2CJ, D3DRO, D4DEI, D5DCO
19309;1;-8<--, E1EGE, L1ESP;
19310;1;-8<--, B1SSSI, B2SSS;B1SSSI
19311;1;B1PAES, B1PAES, B1IFJV, B2IFJV, B3IFJV;B1IFJV, B2IFJV, B3IFJV
19312;1;V3ACC2, E4MBF2, E5BCP2;V1CII, V3ACC2, E4MBF2, E5BCP2
19313;1;-8<--, D2DRO, D2DRO, D2DRO, D3DRO, D3DRO, D3DRO, D4RSE, D5DLF;D1DRO, D2DRO, D3DRO, D4RSE, D5DLF, DXEN
19314;1;L4ETH, [trou], [trou], L5ETF;L4ETH, L5ETF
19315;1;B1SVI, B1SVI, B2SVI, L2SED;B1SVI
19316;1;P1SG, P2SG, P2SG;P1SG
19317;1;-8<--, G8ETH, G8ETH;
19318;1;-8<--, B1PAES, B1PAES, B2SM, B2SM, B3SM, B3DFAS, B4DFAS, B5DFAS, B91SMU, B92SMU;B1PAES, B2SM, B3SM, B3DFAS, B4DFAS, B5DFAS, B91SMU
19319;1;R4LL, [trou], L8SL, L8SL;
19320;1;-8<--, D3DRO, D3DRO;D1CII
19321;1;-8<--, D2DRO, D2DRO, D2DRO, D2DRO;D1DRO
19322;1;B1STA, B2STA, B3SEP, B3STA, B4PSS, B5PSS;B1STA, B2STA, B3SEP, B4PSS, B5PSS
19323;1;L3HHI, L3HHI, L4HSC, L4HSC, L5HSC;L3HHI, L4HSC
19324;1;G3SI, G3SI, G3INF;
19325;1;S2GF3, S3FIS;S2GF3, S3FIS
19326;1;S2TC7, D3AEP;S2TC7, D3AEP
19327;1;L1LAE, L2LAE, L3LAE, L4LEAM;L1LAE, L2LAE, L3LAE, L4LEAM
19328;1;-8<--, C4DIM, C5DIM, C5DIM;C4DIM, C5DIM
19329;1;G1INF, G2INF, G3SC, G4SC, G5SC;G1INF, G1MAT, G2INF, G2MAT, G3MAT
19330;1;-8<--, D1DRO, D2DRO, D3DRO, D4DPI, D5DPI;D1DRO, D2DRO, D3DRO, D4DPI, D5DPI
19331;1;S2PR;S2PR
19332;1;V1GE, V1GE, V2GF;V2GF
19333;1;-8<--, L5HEP;
19334;1;D1DRO6, D2DRO6, D3DRO6, D3DRO6, D3DRO6, D4DDA6, D4DDA6;D1DRO6, D2DRO6, D3DRO6, D4DDA6
19335;1;-8<--, B5EM, B6EM, B6EM;B5EM, B6EM, B6EM
19336;1;-8<--, B5EM, B6EM, B91SMG, B92SMG, B93SMG, B93SMG, B93SMG, B93SMG, B9DM;B5EM, B6EM, B91SMG, B92SMG, B93SMG, B9DM
19337;1;-8<--, V2EI, V2EI, V3EI;V2EI, V3EI
19338;1;L1ESP9, L2ESP9;L1ESP9
19339;1;G1PI, G1CP, G2CP, G3PC, G3SE, G4SE2, G5SE2;G1CP, G2CP, G3PC, GCLS1A, G4SE2, G5SE2
19340;1;A2MM, A3CIB2;A2MM, A3CIB2
19341;1;V1GE, V2GRH, [trou], V3MEC;V2GRH
19342;1;C4CDL, C5POL, [trou], C8SI;C4CDL, C5POL
19343;1;B1PAES, B1PAES, B2SM, B2SM, B3SM, B3SM;B1PAES, B2SM
19344;1;D1DRO, D2DRO, D2DRO, D3DRO, D4DDA, D5DDA;D1DRO, D2DRO, D1CII, D3DRO, D4DDA, D5DDA
19345;1;G1PI, G2PI, G3SE, G4SE, G5SE;G1PI, G2PI, GCLS1A, G3SE, G4SE, G5SE
19346;1;LUFER, LUFER;
19347;1;-8<--, D3AEI, D4REI, D5ACO;D1CII, D3AEI, DCLS2A, D4REI, D5ACO
19348;1;S3FIS3;S3FIS3
19349;1;V1GE2, A2GMO2, S3MSS2;V1GE2, A2GMO2, S3MSS2
19350;1;-8<--, D1DRO, D2DRO, [trou], [trou], L2SED, L3SED;D1DRO, L2SED, L3SED
19351;1;V1RT, V2RT, L1ANG;V1RT
19352;1;D1AES, D2AES, D3AEE;D1AES, D2AES
19353;1;-8<--, B1SVI, B1PAES, B2SVI, B2SVI, B3SVP;B1SVI, B2SVI, B3SVP
19354;1;L5CLD;LCLS1S
19355;1;G3MAT, G3SC, G4SC, G5SC;G3MAT, G3SC, G4SC, G5SC
19356;1;-8<--, D3AEP, D3AEP, D4REI, D4REI;D1CII, D3AEP
19357;1;B1PAES, B1PAES, G2PC, G3PC;G2PC, G3PC
19358;1;-8<--, S2HS2, [trou], E4MBF2;S2HS2
19359;1;-8<--, D1DRO8, D1DRO8;
19360;1;B4IFS3, B5IFS3;B5IFS3
19361;1;LXAA1A, V2CJ7, V3PAI2;LXAA1A, V2CJ7
19362;1;B1IFJV, B2IFJV, B3IFJV, B2IFJV, B3IFJV, [trou], [trou], [trou], [trou], BUGAS;B1IFJV, B2IFJV, B2IFJV, B3IFJV
19363;1;G3ELD1, G3ELD1, G3ELD2;G3ELD1, G3ELD2
19364;1;S1PR, B1STA, B2STA, B3STA, EUCEP;B1STA, B2STA, B3STA
19365;1;E1EGE, A1GE, A2GRH;
19366;1;V2GRH7, V3MEC1;V2GRH7, V3MEC1
19367;1;S1HS, S1HS, S2HS2;S1HS, S2HS2
19368;1;-8<--, B3SM, B3DFAS, B4DFAS, B5DFAS, B91SMG, B92SMG, B93SMG, B93SMG, B93SMG, B93SMG;B3SM, B3DFAS, B4BTX, B4DFAS, B5DFAS, B91SMG, B92SMG
19369;1;-8<--, B9SPE, B93SPE, B94SPE;B93SPE, B94SPE, B9DM
19370;1;V1CJ, V1CJ, V2CJ, V3MDN;V1CJ, V1CII, V2CJ, V3MDN
19371;1;V1IN, V2IN, G3SI, G3SI, G4SI, G5SI;V1IN, V2IN, G3SI, G4SI, G5SI
19372;1;S3HOT2, S3HR;
19373;1;L1ANG9, L2GEA, L3GEA;L1ANG9, L2GEA, L3GEA
19374;1;LXAA1, E1EGE, E1EGE;LXAA1
19375;1;B1SSO, B2SSO, B3SSO, B4MES;B1SSO, B2SSO, B1CII, B3SSO, B4MES
19376;1;S3ESF3;
19377;1;-8<--, L3LMO, L3LMO, L4MFLM, L4MFLM, L4MFLM, L4MFLM;L3LMO
19378;1;-8<--, BUSC, [trou], BUPR;BUSC, BUPR
19379;1;L1LAA, L2LAA, L2LAA, L2LAA, L3LAA, L3LAA, L3LAA;L1LAA, L2LAA
19380;1;G1INF, G2INF, V2IN7I;G1CII, G1INF, V2IN7I
19381;1;-8<--, B1PAES, B2SM, B3SM, B3DFAS, B4DFAS, B5DFAS, B5DFAS, B91SMG, B92SMG, B93SMG;B1PAES, B2SM, B3SM, B3DFAS, B4DFAS, B5DFAS, B91SMG, B92SMG
19382;1;-8<--, B5ESS;
19383;1;G2SPI, G2SPI, G2SPI, G3SPI, G43IR;G2SPI, G3SPI
19384;1;G4MFMI, G5MFMI, G5AGRG;G4MFMI, G5MFMI
19385;1;A1GE, A2GMO, A3AM2;A1CII, A1GE, A2GMO, A3AM2
19386;1;-8<--, G2MAT, G3SC, G3SC, G4SC, G5SC, G5SC;G2MAT, GCLS1A, G3MAT, G3SC, G4SC, G5SC
19387;1;E1EGE, E1EGE, V1GE, V2GCF, V3PAI2;V1GE, V2GCF
19388;1;G8RT, G8RT, G8RT;
19389;1;G1SPI, V1RT, V2RT2;V1RT
19390;1;V1CJ, V2CJ, [trou], [trou], [trou], D5DAN, DXEN;V1CJ, V2CJ, D5DAN
19391;1;L1ANES, L2LAE;L1ANES
19392;1;L1PMS5, L1PMS5, L2PSY5;L1PMS5
19393;1;-8<--, E2EGE, E3EGE;E2EGE
19394;1;KUPARO, B1SVIS, B2SVP;KUPARO
19395;1;-8<--, B2IFRB, [trou], B3IFRB;B2IFRB
19396;1;C1COM, C1COM, [trou], C2COM, C3COM, C3COM, C3COM;C1COM, C2COM, C3COM
19397;1;D1DRO, [trou], E1EGEL, E2EGE, B4CPI, E3GEST;E1EGEL, E1CII, E2EGE, E3GEST
19398;1;-8<--, B2IFTS, B3IFTS, B3IFTS;B2IFTS, B3IFTS
19399;1;D4DDA8;D4DDA8
19400;1;DXEN, E5FPV, DXEN, EUCEP;E5FPV
19401;1;L1ANG, [trou], L1ESP;
19402;1;-8<--, C3COM, C4CEM, C4CEM;C3COM
19403;1;-8<--, C8SI, C8SI, C8SI, C8SI, C8SI, C8SI;
19404;1;L4GPMI, L5GPMI;L4GPMI, L5GPMI
19405;1;S1MP, S2MP, S3INS2;S1MP, S2MP, S3INS2
19406;1;B1SSO, B1SSO, B2SSO;B1SSO, B2SSO
19407;1;B1STA, B1STA, B2STA, B2STA, B3STA, B3STA;B1STA, B2STA
19408;1;B1PAES, V1RT, V2RT;V1RT, V2RT
19409;1;E4EIR2, E4CC2, E5CC2;E4CC2, E5CC2
19410;1;-8<--, C2COM, C3COM, C4CEM;C2COM, C3COM, C4CEM
19411;1;LXAA1, [trou], [trou], [trou], [trou], V2GF7;LXAA1, V2GF7
19412;1;A1CA, A2CA, A3MAS;A1CA, A2CA
19413;1;G1SPI, G1SPI, G1SPI, G1SPI;
19414;1;G1PI, G2PI, G3SC, G4SC;G1PC9, G1PI, G2PI, G2SPI9, G3MAT
19415;1;A2CG, A3MAS;A2CG, A3MAS
19416;1;D1AES, D1AES, [trou], D1AES;
19417;1;-8<--, G1PC, G1PC, G2PC, G2PC, [trou], G2PC, [trou], G2PC, G2PC;G1PC
19418;1;-8<--, B1STA, B2STA, B3STE, B4MFST, B5MFST;B1STA, B2STA, B3STE, B4MFST
19419;1;-8<--, B9SAR, B95SAR, B9CRM, B8SVS, B8SVS, B8SVS, B8SVS;B95SAR, B9DM
19420;1;-8<--, A1CA, A1CA, A2CA;A1CA, A2CA
19421;1;B1PAES, C1COM, C2COM;C1COM, C2COM
19422;1;B1IFRB, B2IFRB, B3IFT3;B1IFRB, B2IFRB, B3IFT3
19423;1;LXAA1, D1DRO, D2DRO, D3DRO;LXAA1, D1DRO, D2DRO, D1CII, D3DRO
19424;1;-8<--, L3ESP, L4SLF, L5MTI;L3ESP, LCLS2A, L4SLF, L5MTI
19425;1;-8<--, B3SSS, B3SSS, B4MES, B5MES, B5MES;B3SSS, B4MES
19426;1;-8<--, E3EGE, E4BFG, E4EIR;E3EGE
19427;1;V1GE, V2GMO, V3PAI2, A3AM2;V2GMO
19428;1;-8<--, B8SSE, B8SSE, [trou], B8SSE, B8SSE, B8SSE;
19429;1;;B1SSO4, B2SSS4
19430;1;-8<--, E3EGE, E3EGE;E2EGE
19431;1;V1CJ, S1GE;
19432;1;G1PCS;G1PCS
19433;1;G1CII, G1INF, G1INF, G2INF, G2INF;G1CII, G1INF
19434;1;D1DRO, D1DRO, D2DRO, S2GR7, V3MEC, C4RHC2, C5RHC2;D1DRO, S2GR7, V3MEC, C4RHC2, C5RHC2
19435;1;D5ACO, D5ACO;D5ACO
19436;1;BUPHC1, [trou], [trou], BUPHC2;BUPHC1
19437;1;L1HGE, L2HGE, L3HGE, L4IPUT;L1HGE, L2HGE, L3HGE
19438;1;V1GE, V2GP, A3ASO;V1CII, V2GP, A3ASO
19439;1;S2GF7, S3REV;S2GF7, S3REV
19440;1;S3MDE, E4CEE2, E5CEE2;S3MDE, E4CEE2, E5CEE2
19441;1;-8<--, A1CS, A2CS, A3AST, AUDE;A1CS, A2CS, A3AST
19442;1;-8<--, B1IFAV, B2IFAV, B3IFAV, B3IFAV;B1IFAV, B2IFAV
19443;1;D1DRO, D1DRO, D1DRO, D1DRO, D1DRO, D1DRO, D2DRO;D1DRO
19444;1;-8<--, BUPT, [trou], L5CEA, [trou], L8PS, L8PS, L8PS, L8PS, L8PS;BUPT, L5CEA
19445;1;D5DLFC, D5DAN, DXEN;D5DLFC, D5DAN
19446;1;G0MAT;G1CII
19447;1;B1STA, B2STA, B3STE, B3STE, B3STE, B3STE, [trou], L4MFLM, L5MFLM;B1STA, B1STA, B2STA, B2STA, B3STE, L4MFLM, L5MFLM
19448;1;B1PCP, B2SM;B1PCP
19449;1;L1ANG, L1LAE, L2LAE, L3LAE;L1LAE, L1LAE, L2LAE, L3LAE
19450;1;-8<--, B2SVI, B2SVI, B3SVI;B2SVI
19451;1;-8<--, D3DRO8, D3DRO8;D3DRO8
19452;1;G1INF, C1COM;C1COM
19453;1;L0PSY, L1PSY, L2PSY, L3PSY;L1PSY, L2PSY, L3PSY
19454;1;C5CDE;C5CDE
19455;1;E3EGG9, C3COM, C3COM, C3COM;C3COM
19456;1;D1DRO, D2DRO, D3DRO, D4CON, D5DCO, DXEN;D1DRO, D2DRO, D1CII, D3DRO, D4CON, D5DCO, DXEN
19457;1;L1PSY, L2PSY, L3PSY, L4ETH, L5ETF;L1PSY, L2PSY, L3PSY, L4ETH
19458;1;-8<--, BUCR2, [trou], [trou], BUAR;BUCR2, BUAR
19459;1;P1SG, P1SG;
19460;1;V1IN, V1IN2;V1IN2
19461;1;B1PAES, B1SSO, B2SSO, B3SSO, B4MES;B1SSO, B2SSO, B1CII, B3SSO
19462;1;G3SPI, G3SPI, G43IR, G53IR;G43IR, G53IR
19463;1;D1DRO, S1GE;
19464;1;-8<--, L3ANES;L3ANES
19465;1;B1SSO, B1SSO, B2SSO, B3SSO, B4SPT, B5SPT;B1SSO, B2SSO, B3SSO, B4SPT
19466;1;V1GE, V2GR, V2GR, V3PAI;V1GE, V2GR, V3PAI
19467;1;L1LAE, L1LAE, L1LAE, L2LAE, L2LAE;L1LAE
19468;1;-8<--, B9SCG, B94SCG, B9CVD, B95SCG, B9CVD;B94SCG, B95SCG, B9DM, B9CVD
19469;1;-8<--, L5ETF, G8ETH, G8ETH, G8ETH, G8ETH;L5ETF
19470;1;-8<--, E2EGE, [trou], [trou], [trou], [trou], E5BGR2;E5BGR2
19471;1;-8<--, B2SSS5;
19472;1;-8<--, D4PAP, D4PAP, D4PAP, D4PAP;
19473;1;L5SDL, L5SDL, L8SL, L8SL;L5SDL
19474;1;V3SI3;
19475;1;L3SED, B4MES8, B5MES8;L3SED, B4MES8
19476;1;-8<--, L2LMO, L3LMO, L4MFLM;L2LMO, L3LMO, L4MFLM
19477;1;E5MKD2;E5MKD2
19478;1;L8LF, L8LF;
19479;1;-8<--, D2AES, V3RH, [trou], D4RSE;D2AES, V3RH
19480;1;-8<--, B2SM, B3SM, B3DFAS, B4DFAS, B5DFAS, B91SPS, B92SPS, B93SPS, B94SPS, B9DM;B2SM, B3SM, B3DFAS, B4DFAS, B5DFAS, B92SPS
19481;1;L2ANG, L3ANG, U4MF1H;L2ANG, L3ANG
19482;1;B1PAES, B1PAES, B1PAES, B4DFAS;
19483;1;A1GE2, A2GCF2, A3GES;A1GE2, A2GCF2, A3GES
19484;1;-8<--, L2ESP, L2ESP, L3ESP;L2ESP, L3ESP
19485;1;-8<--, V1EI, V2EI, V2EI, V2EI;V1EI, V2EI
19486;1;D1PMS4, B2SSS4, B2SSS4, B3SSO6;D1PMS4, B2SSS4, B3SSO6
19487;1;G1PC9, [trou], S1MP;
19488;1;D1DRO, D1DRO, D1DRO, D2DRO, D2DRO, D2DRO, D2DRO;D1DRO
